duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
86,icmp,telnet,S0,9275,51111,0,2,1,1,4,1,3,1,0,0,0,1,2,1,1,0,77,77,0.8526731640437157,0.7573100938178727,0.9456093504782889,0.46628588900197787,0.3165141616764128,0.898524096443347,0.13920907717398157,58,98,0.9297299797044285,0.48115172085268143,0.7389989949776367,0.5515954723662168,0.18652330557831198,0.6373548566105905,0.427033791072572,0.06589343886963506,normal
19,udp,ftp,REJ,30052,49541,1,2,1,2,4,1,0,0,0,4,4,1,1,0,0,1,44,50,0.7291349317414662,0.7271625544452387,0.2700660715518065,0.5043706621481342,0.6580764177559352,0.13505322670899156,0.8824481779607937,44,32,0.24297790512095974,0.4826124988889784,0.6962280641433584,0.5851668224530189,0.9064642136721273,0.8057147105482197,0.45544012507759424,0.2508031470055788,anomaly
69,tcp,http,REJ,96597,70719,1,1,2,1,3,0,4,0,0,1,1,2,2,1,1,1,9,74,0.7043609698180437,0.5711688952909065,0.1453836549508597,0.43220735711085945,0.31820116594306613,0.7667671157535069,0.4901033716245117,25,71,0.6299709568294901,0.6846570561679023,0.3746771131946115,0.06950642746649416,0.6815114574129173,0.02450188490630445,0.3720260134313603,0.7219287467036839,anomaly
75,tcp,smtp,REJ,33741,85787,1,2,0,0,2,1,3,0,1,1,0,0,1,1,0,1,53,54,0.2796110110841158,0.6909191761008197,0.48539445976418827,0.2624318788653843,0.22317009785004926,0.3466032317916605,0.16299430786124447,93,51,0.6766772798671725,0.11641301017535699,0.7757366263482796,0.30247364561658563,0.0918623463423679,0.3393365831630998,0.5910675125809927,0.9454214220576649,anomaly
75,icmp,ssh,SF,31613,20744,1,2,0,0,4,1,2,1,2,0,3,0,2,1,1,1,28,37,0.8333486115544758,0.03806668306617789,0.9303930696512083,0.47232180772385446,0.08104731196270076,0.2776819089066652,0.8940597549281154,90,34,0.8424859989824327,0.10321043345028147,0.9577036319785568,0.06648053948641763,0.7127980398671891,0.45889690238299696,0.32332554265537594,0.5417809575929401,anomaly
2,udp,ftp,REJ,91337,2053,0,2,1,1,2,0,3,0,1,4,0,1,0,0,1,1,11,91,0.5794205722629432,0.4415774008975135,0.48679062443062726,0.44654615209768966,0.05766934782784672,0.9410288865053685,0.8452788891787573,82,19,0.8990424685011967,0.9005948124055092,0.6889795191164917,0.4801609752686542,0.547787606020495,0.5874215541357629,0.6368154005908988,0.7255913322577284,normal
38,tcp,smtp,SF,48162,8359,1,2,1,2,0,1,1,1,0,4,2,1,2,0,1,0,55,86,0.4468655742385731,0.7858606940600303,0.40483430291965894,0.20949352395193865,0.30597435320228894,0.6571994867406424,0.023023350788303976,64,80,0.467991797534026,0.3037414644533617,0.40789925106991853,0.902098680406989,0.5239404667931525,0.18997188647013108,0.20263711551880692,0.6835798706143285,anomaly
98,tcp,ssh,SF,95766,34934,0,2,0,0,3,1,1,0,0,3,3,2,2,2,0,0,39,81,0.8654221241080758,0.47422114500273094,0.6502724367137765,0.903430652336065,0.7364733452492555,0.6869226619214758,0.5809901077494719,96,44,0.9825756452485002,0.3269223783080386,0.7964812628269693,0.38917618331427906,0.9897857751074809,0.49795355271918373,0.7576889136157564,0.9993843210661949,anomaly
82,tcp,ssh,REJ,32199,40874,0,0,0,0,1,1,1,1,1,2,1,2,1,1,0,1,83,19,0.39420976378211403,0.8735045842269484,0.9368839988505513,0.885340950847468,0.2056200663436163,0.7596529184538446,0.24433665038070773,10,76,0.970828973597063,0.7768615466950871,0.6093020760521302,0.7824497539306405,0.6182008211755787,0.6856253676896876,0.7815999745742507,0.7950044390185197,normal
44,icmp,ssh,RSTR,17572,64737,0,1,1,1,3,0,4,0,1,3,3,0,2,1,0,1,36,96,0.6539258118677655,0.8336378765647102,0.04905744920406607,0.7596164284505897,0.2992274501394966,0.3409333360226642,0.5331358119805644,49,67,0.5064679708384688,0.41490903611156904,0.8776770450937744,0.28724635893503014,0.8967281929963138,0.34587605669202415,0.578520816224646,0.627647333785172,normal
67,udp,telnet,S0,5147,12461,0,1,0,2,1,1,3,0,2,1,3,1,1,0,1,0,65,1,0.465905182004139,0.8634460301723657,0.1533955454766912,0.40094657761228136,0.9051714185221239,0.5636644806957731,0.27926833220533065,57,49,0.5420321206468842,0.8329237540989187,0.7131825316441697,0.8562657720368057,0.913548940106124,0.691442203038059,0.36932346274954375,0.11515931571345961,anomaly
30,tcp,http,S0,3443,55424,0,1,1,2,0,0,3,1,0,4,0,1,0,1,0,1,19,25,0.5927378061710562,0.12999668562819944,0.13275431004426042,0.3703419078921356,0.6391574958113206,0.27022334404688564,0.31587628089197106,33,57,0.6677498395508988,0.4014687311640175,0.7699200537509043,0.4195031088744642,0.1014186317408502,0.3896540403718406,0.01439657323686161,0.362662005996614,anomaly
37,tcp,ssh,SF,94521,21566,0,0,0,1,2,0,2,0,0,2,3,1,2,0,0,1,11,1,0.04054647164847858,0.2441411245660705,0.08533298229916564,0.7164653773959645,0.9197223894219765,0.8345415154768691,0.6018525324325804,15,29,0.3738161442197936,0.7605997662077416,0.6674364631362689,0.35521741565089715,0.008362256379569888,0.46946340237177453,0.12153247245131338,0.2506989555408894,anomaly
96,tcp,telnet,SF,71220,45006,0,0,2,0,0,0,0,1,1,3,4,1,1,1,1,1,37,66,0.4611151631763841,0.02959727321213035,0.30210608064839584,0.6081192350030689,0.9112260340036341,0.59930737929866,0.5388591777677273,58,69,0.662043913910311,0.5253099578497181,0.09202045866155228,0.6974796045377959,0.43526690939872736,0.13429290057226662,0.07968701278866752,0.853675633248466,anomaly
5,tcp,ssh,SF,13595,93052,0,1,1,1,3,0,1,1,2,2,3,2,0,2,1,1,29,83,0.5564913074967742,0.9828007268630552,0.22930903312031004,0.6005983239467578,0.06341068248568993,0.24340682604111763,0.3951923977808073,0,1,0.5142853936547086,0.935828126338231,0.48511721994149803,0.5127572822557825,0.7692849810410226,0.6512745660618043,0.010205025148865898,0.4461730139295992,normal
7,udp,ssh,S0,66857,58641,0,1,0,1,1,0,0,1,2,1,0,2,0,0,0,0,46,73,0.49271933474960594,0.23613813941676198,0.5486912662093353,0.12411152749485665,0.9550093249283648,0.8997584063217782,0.10756797182901556,40,78,0.0354367657772392,0.327388972958668,0.056489874861794354,0.3373200447351823,0.8241959553305319,0.22427568802337206,0.722219771900903,0.5352996669530106,normal
27,udp,telnet,SF,14810,46064,0,1,1,1,1,0,0,1,0,2,4,0,1,0,1,1,81,41,0.8474103725068188,0.36709333448224224,0.3272894217257033,0.6182837802954484,0.05117795906125566,0.5808400004838518,0.9694238985796158,27,33,0.852728936676751,0.36269059503914225,0.4475491530230421,0.05809222947747661,0.7874940466339014,0.8288501290470924,0.9560667599363938,0.9648232996893881,anomaly
14,tcp,http,RSTR,6740,50368,0,2,0,0,3,0,1,1,0,4,1,1,1,0,0,0,73,84,0.3111239747918165,0.2749264472284362,0.40520786145787624,0.9018630111233658,0.9256189177484868,0.49503050325741305,0.17460555047005122,14,51,0.9404458011570085,0.9699865162440182,0.716426988590426,0.16663932381659985,0.44728795851419934,0.553443371046957,0.011168265298814983,0.836683801650467,anomaly
94,tcp,smtp,RSTR,32712,97005,1,0,2,0,3,1,1,1,1,2,2,2,2,1,1,0,70,39,0.8840765310045404,0.03979362284541732,0.9418646904998126,0.08581647067043341,0.5467334366567159,0.03448758643196714,0.6331172449563899,79,83,0.026229078546995854,0.7375250979664448,0.4212554716855478,0.7723237171265864,0.7499641185365241,0.5602567496152047,0.11269060179546397,0.7898202602401063,normal
7,tcp,ftp,SF,5468,70163,0,0,2,1,0,1,2,0,0,2,3,1,0,2,1,0,41,8,0.4034619699068904,0.2612580096101085,0.15565564126940623,0.33917129907078736,0.5331895828773915,0.9098020051606125,0.0827447627040645,45,15,0.7892618188072851,0.7725673386243334,0.0016302519343888155,0.9207317075620071,0.7187765245261798,0.9124765224137087,0.8606758593498712,0.14221965442839724,normal
53,icmp,ssh,S0,79054,11191,1,2,2,2,4,0,4,0,1,3,4,0,0,0,0,0,4,1,0.6945267322606563,0.09819566620770726,0.38845732679480216,0.5090142914470723,0.713264062619819,0.9522739160313781,0.6883128325456186,31,42,0.3858132609410273,0.29597674894708237,0.3692850931008287,0.16883828477532792,0.3138192509648037,0.16740271130948625,0.6885022494762415,0.022768422336719385,normal
5,icmp,http,REJ,12704,99509,0,0,1,1,1,1,1,0,0,2,4,1,1,2,1,1,47,27,0.08672272800729774,0.39428308638458465,0.2570818405187818,0.686009494831487,0.87921127076173,0.5625986278378039,0.09483978338390275,38,63,0.5856318000289242,0.5320443972891352,0.06775898319035445,0.5694412215082058,0.16872056023887883,0.5302346778776662,0.4047103964963029,0.125548355858763,normal
28,icmp,ftp,S0,65974,72239,0,1,2,0,3,1,0,0,0,2,1,2,0,0,1,0,92,2,0.2001540835688227,0.9668241183367756,0.5491659823577522,0.08963492955625119,0.6170045556612569,0.44251335361455735,0.22950834150598176,64,92,0.4999949469607158,0.3135409854292347,0.7805963884990607,0.03417369393925351,0.6214187172219956,0.3822050104458876,0.9927965174673155,0.7402833306143588,anomaly
33,tcp,ssh,REJ,65700,82147,0,0,1,2,0,1,2,0,0,1,1,2,1,2,1,1,98,15,0.7611660111412718,0.6982623720638178,0.7363362265466443,0.8728061932888442,0.4253998537813215,0.3595650660046903,0.6469851993780379,72,26,0.5513106508330471,0.2598688868593112,0.7837515692918499,0.29084345724977867,0.6770863921820848,0.9663240750996771,0.573621341789995,0.41071779776007844,anomaly
6,icmp,ftp,REJ,5678,51765,0,2,2,2,4,0,3,0,2,2,2,0,2,1,1,1,50,3,0.012328685538640416,0.7069007898078813,0.8169878734178649,0.04054562040815146,0.11188934298477349,0.2680479825360357,0.28293519194435346,92,64,0.49518630475808445,0.5352411876272168,0.8063785893710249,0.44878795902045154,0.567970690867908,0.7927140468480504,0.6695990127494281,0.1174695863791434,anomaly
39,udp,telnet,SF,64882,34904,0,1,1,0,2,1,2,1,0,3,2,0,1,1,1,0,11,22,0.9685277391470993,0.4531759332912553,0.5152966945173656,0.8576896668072426,0.7892093058948786,0.5745293378042062,0.5328508151479234,88,12,0.8533753714878757,0.9877606242498838,0.03032719136773432,0.7358778672988096,0.21317954649104642,0.757500864629054,0.6531763668355127,0.7390195035537647,anomaly
73,icmp,http,RSTR,56987,23695,1,0,2,0,3,0,1,1,0,3,0,1,2,2,1,0,9,93,0.19062890106321517,0.8113040106894477,0.8549165915269425,0.027651755865255145,0.12829349247080513,0.12809505301456536,0.12450539333740929,74,39,0.6835066846953113,0.21462264721435553,0.03226930888481461,0.04410785346981849,0.2766733203554558,0.20412135613468962,0.2227016300888941,0.1945840328338102,normal
12,tcp,http,SF,36105,63205,1,1,0,1,4,0,1,1,2,4,2,1,1,2,1,1,36,76,0.9013039862451232,0.9082841669175588,0.7850755078773174,0.15352330432735573,0.726365861199243,0.9191736082451402,0.20240053926620294,10,31,0.41263725554582753,0.24251985908753926,0.9034493586559358,0.7812306510028161,0.7084862714593395,0.23732324584835618,0.48812440977749216,0.5890433096512144,anomaly
61,udp,smtp,REJ,17371,6958,0,0,0,0,2,1,4,0,2,1,2,2,2,1,1,1,65,5,0.5159450282262857,0.9615500060838208,0.15700406143373846,0.8003238271536735,0.527924945782026,0.1759587380578208,0.7337759082546165,69,66,0.688568581150549,0.24312898834469487,0.12368388028141564,0.20264776430531906,0.9626223640372191,0.029180827391828812,0.21641129855032548,0.7415428207858039,normal
85,tcp,smtp,SF,35297,82169,0,1,1,2,2,0,2,1,0,0,4,2,0,2,1,0,66,73,0.5645753668971301,0.09899022274641855,0.24542875901999517,0.8601644372037783,0.3858359247580685,0.7455132623435173,0.03513886028223279,33,13,0.9650478190838814,0.79170226161329,0.6700902304440852,0.7595317710449209,0.9448356015558844,0.6385353619424559,0.5094645302076236,0.6080606248455004,anomaly
84,udp,ftp,REJ,86532,2272,0,2,2,1,0,0,1,1,2,4,3,2,1,2,1,0,13,54,0.08413178797102505,0.8796440086464777,0.6717205283334209,0.9822658292862256,0.6129863862533677,0.3068877723686515,0.11180020985705164,49,57,0.08030826205343267,0.5104820611146644,0.7954543921961897,0.6254708117859797,0.5196581464172928,0.3708353818381809,0.03078121880860618,0.9936365408395262,normal
64,icmp,telnet,SF,28753,60294,1,2,2,1,1,0,0,1,2,2,3,0,1,2,1,1,46,80,0.3652187541573678,0.22508288357586081,0.974794019740608,0.11571482834367519,0.772356086074543,0.2260710776786783,0.21495601861063962,43,91,0.38808997155805713,0.3847676567309415,0.44786370373059237,0.33957583692430227,0.8865594747654684,0.3120406943743329,0.38195917685169245,0.43416272056357597,anomaly
40,icmp,ftp,RSTR,85765,87958,1,0,0,2,3,1,0,1,2,1,2,0,1,0,1,0,19,7,0.1562188607805014,0.3972669019908339,0.37612970060000017,0.5264511160906317,0.941139618450621,0.5578691793547798,0.020190559104281025,13,45,0.8704540323237958,0.8437898343671912,0.5464720927141867,0.723751480791174,0.029451200305333214,0.6370312255109051,0.3722100728884685,0.31180508760996284,anomaly
41,udp,ssh,RSTR,5756,3018,0,0,2,0,4,1,2,0,2,4,0,0,2,2,0,0,51,72,0.5259314943609428,0.3454771947120263,0.2298078406447407,0.07715582653969055,0.2646968828377999,0.7651249811595051,0.0953786985061853,71,89,0.7390551108114733,0.2974906383605359,0.22738072357593841,0.23632258381392257,0.8611521215976752,0.8286876152565452,0.29163062185182476,0.20119668009991842,anomaly
65,udp,http,S0,40873,78496,0,1,2,1,2,1,4,1,1,3,0,1,1,0,1,1,67,97,0.5507321456719495,0.6751300400867949,0.869129434295579,0.1564076259638496,0.9471301602116983,0.7267366689403146,0.28139147763622985,24,84,0.9349288894483516,0.39221789867461465,0.9235999551428961,0.21972795901587916,0.4761508234347266,0.13302954599319283,0.07922894216523713,0.5037796311756175,normal
92,tcp,ftp,REJ,60630,67751,0,2,1,2,1,0,2,1,0,1,3,0,1,1,1,1,25,80,0.7096669495843103,0.5979245402337916,0.19961195954288258,0.1744938579063633,0.960948045987792,0.23375635089720748,0.09291745158314235,67,74,0.039809887623239226,0.07362055929342848,0.30180110283943007,0.06174475817451586,0.781527334908318,0.9186614539059682,0.770967060262436,0.8524799402513696,anomaly
10,udp,ftp,REJ,24603,83716,1,1,0,2,2,1,4,1,1,1,1,1,0,1,1,1,46,85,0.8782781579231833,0.10910487476803599,0.6974082740498616,0.06338825145908544,0.8136305144796802,0.33050235026960095,0.8661194300298664,49,90,0.8627756092127871,0.11891010187501683,0.2178111893760758,0.3930771738241009,0.005582909587431795,0.03427122909631097,0.420454864288032,0.9469151899289169,anomaly
49,tcp,http,SF,23308,19628,0,2,2,2,3,1,0,0,0,2,4,1,1,1,0,1,78,63,0.4681798162698607,0.7828226295145166,0.03424907035586455,0.8929798059283371,0.8814371749423491,0.8688321830003761,0.06607379051115492,94,58,0.7917987699548719,0.13673106672115898,0.5254035251218286,0.0977066311026823,0.8685607843690037,0.09510634023513398,0.8139731787612435,0.9720548729392211,anomaly
70,udp,http,S0,31256,81406,0,1,2,0,3,1,1,0,2,1,2,1,1,2,0,1,72,66,0.23336037008060662,0.43964540180149614,0.01898051509790366,0.12635551801435985,0.6924275137171717,0.723243744516408,0.8609836991782395,84,64,0.8150390160823727,0.3469752384423017,0.1905137229008501,0.41950090535964557,0.5949796223808745,0.8381281391219745,0.8357272379215589,0.5313783384763144,normal
34,udp,smtp,RSTR,55814,57198,0,1,1,0,0,0,3,1,1,1,4,0,1,1,0,1,2,40,0.3335716614416495,0.0022218433296467,0.4515667139441647,0.6293408430123237,0.03909721993128468,0.712693905352562,0.8228600860602662,31,32,0.5972627281121508,0.5240852604876935,0.6866916293778726,0.009803576077060727,0.24023039825221593,0.4927038268175541,0.21359738990178967,0.6052603455461887,normal
93,icmp,smtp,SF,32961,296,1,1,1,0,3,0,1,1,2,0,2,2,1,0,0,0,1,39,0.8470898129389373,0.4145032668608313,0.6565401275499032,0.6257470645631413,0.5750785447053921,0.268905076331891,0.10076159456338718,54,45,0.05191703512060575,0.0007443148890811102,0.51511544967225,0.15508334715777772,0.3474830544355004,0.9392548542708771,0.4213301137988239,0.5815397646821692,anomaly
79,icmp,http,S0,90703,14578,0,0,1,0,3,1,0,0,2,2,2,0,0,0,1,1,40,92,0.14586348507876146,0.5163315757471911,0.14243445395876841,0.19864520536621222,0.747204562960772,0.7920043076744355,0.025191314271911458,77,81,0.5391299289508364,0.18993231149983214,0.14780445401098397,0.9323719406921996,0.20066608693123167,0.4616529965912206,0.7209740052090353,0.465972395351964,normal
78,tcp,ftp,RSTR,51641,13554,0,2,1,2,3,0,0,0,2,1,3,0,1,2,1,1,29,26,0.6272560783386825,0.06887468520822926,0.7638824530015379,0.9984112612357812,0.941703134706335,0.3584177954324378,0.04999201489531391,91,53,0.407751136989867,0.17565002019103104,0.06724641835527334,0.7955618161704119,0.4244057578458832,0.9261229859557751,0.4994961536748965,0.15223981431673783,anomaly
19,tcp,ssh,SF,26433,21585,0,0,2,1,1,1,1,1,0,1,4,0,1,0,1,1,36,38,0.013085883842810175,0.15113525941620154,0.12873648241197155,0.3473677731958863,0.5704518470188736,0.40139052015930987,0.590378064573757,24,65,0.527041752651845,0.25334684878851677,0.13695349474099372,0.23616359073554494,0.3300060312805233,0.23962962563069434,0.8550682304029711,0.06545868676558042,normal
27,tcp,ftp,RSTR,29731,34225,1,0,2,2,4,1,1,0,2,0,4,1,0,0,0,0,80,52,0.24566932845424272,0.993572171490861,0.5337078078716747,0.9050943709633946,0.7942006782573834,0.2875610890007261,0.6703536244885746,91,3,0.740295973621342,0.16608092605322933,0.1366246551447603,0.7182920070713487,0.5345031770520113,0.6164496227685764,0.5715690077134065,0.43663789569762335,normal
36,udp,ssh,REJ,6401,3546,1,1,2,1,4,0,0,0,0,0,1,2,2,1,1,0,2,39,0.5914084975014595,0.8711954020224856,0.30829919227708047,0.9482847322537451,0.705038717544494,0.12139024703924195,0.6206533912462312,78,53,0.5959606345117608,0.1951281811639114,0.31285052511582856,0.6684817910754367,0.8147844418929276,0.9944680029457548,0.6295809678585665,0.1861676952776683,normal
2,udp,http,S0,18445,46622,0,2,1,1,3,0,1,0,0,3,1,0,2,0,0,1,8,51,0.45641204000267077,0.13332741934664782,0.7522532767832053,0.9489888142996964,0.28080288854758184,0.4203935629957981,0.541476851991898,51,3,0.29256288985929024,0.9838803609639978,0.8332706491912506,0.17692561404380525,0.9822752651809636,0.3760628080576477,0.7870234645447052,0.8866517450816592,anomaly
92,tcp,ssh,RSTR,75418,27703,1,0,2,1,4,0,3,1,2,2,4,0,0,1,0,1,7,36,0.49354949024323136,0.5803093996962564,0.804116753563884,0.7528375876017228,0.15472807515135856,0.016939501922368594,0.17468409062948909,55,16,0.5995073430704215,0.5947302591546129,0.05729402029487285,0.37105852701074926,0.251457640727172,0.0014546845088795335,0.12222210762851127,0.7616999448659605,anomaly
58,udp,smtp,S0,61012,3664,0,1,0,0,3,0,3,0,0,0,1,1,0,1,0,0,8,66,0.660562050459606,0.3792432972173432,0.0660912395624711,0.253805005311983,0.7509053286779004,0.4559102394272597,0.8409538946352715,21,79,0.08313844308102436,0.7626931648531967,0.1280889387623706,0.9137057425616368,0.10650826269282221,0.06405220548203894,0.5842482379180547,0.6184067039775916,anomaly
72,icmp,http,SF,71819,91701,1,2,0,2,4,0,2,0,1,1,1,0,2,0,1,0,16,18,0.23458602441856746,0.5437404086999197,0.19260456930746495,0.120655351810258,0.2337683611795074,0.7250064381031529,0.32755493636024857,46,72,0.005365991217319843,0.8193433770806885,0.30289918275966743,0.7387178832056503,0.39566724990261504,0.8590596035467116,0.0854298687641476,0.047411975094178826,anomaly
26,udp,telnet,S0,25970,31099,0,2,2,1,4,0,3,1,0,0,2,0,1,0,1,1,23,33,0.2808049403265024,0.47053519356738727,0.8926441095693955,0.5698849771542218,0.24469155463014092,0.9607450327644751,0.9861781961128854,69,89,0.4015280272925481,0.6676805974259451,0.5533331789038217,0.7603491963064923,0.14355427615104754,0.49188563515468753,0.2605511235370386,0.6222454141733581,anomaly
31,icmp,ssh,SF,62890,82015,0,0,1,2,2,1,0,1,2,4,3,1,2,2,1,0,71,77,0.6844582074278464,0.048148925025684686,0.4156128366008668,0.36003913109701047,0.6439462387006476,0.07861314456603341,0.3848577978941905,50,73,0.7571863610907356,0.704080270027243,0.7628828404436464,0.563886033734629,0.8342402020843542,0.5367181983877042,0.2125717064245788,0.6210691987210546,normal
47,tcp,ssh,S0,11360,53084,0,1,0,0,1,1,0,1,2,3,2,0,1,2,1,0,13,84,0.538291407543869,0.31542031099078305,0.47673586537304546,0.8310390118192245,0.7890684640295285,0.28129070417549507,0.2630048439743654,65,70,0.8226342309888385,0.6322834445352843,0.9211914525478623,0.665539798735106,0.5011248795363639,0.799426104675694,0.5670760906618405,0.439211257728802,normal
45,udp,telnet,SF,54613,42319,1,0,2,1,2,0,2,0,1,3,1,2,0,0,0,0,53,65,0.014586824258827624,0.12552058202812666,0.16802384166256645,0.7449900526167516,0.5823320928612362,0.49413105161170023,0.8942508137817375,69,72,0.5498393133074954,0.6493734780462979,0.41208820864104323,0.5087384762683055,0.6199623824086472,0.8115790087425638,0.8439023783904528,0.6577529908820342,normal
94,tcp,telnet,SF,64357,6140,1,2,0,0,2,0,4,0,1,2,2,1,0,1,1,1,79,9,0.6703277952854412,0.48896809229074767,0.9948947965009928,0.2764682961734116,0.8849831538790712,0.17038794870191631,0.5674141631910332,86,54,0.8680068862751051,0.9284496292375944,0.10583481442322651,0.7408938033362336,0.15061255427639375,0.47742130798545657,0.1328096095505159,0.8579145309982186,anomaly
46,icmp,http,SF,32235,50891,1,0,0,0,4,1,2,1,0,3,2,2,0,1,1,0,17,51,0.6200920407522781,0.9073167199795433,0.9230476828393259,0.017015233689728793,0.21144326925067447,0.11682852207630468,0.7218504401747398,89,47,0.12591485056277762,0.1857384738754777,0.21351554336215617,0.7327276454216958,0.7496088158365666,0.8580607767683818,0.7683965276470849,0.7579868538980747,anomaly
89,tcp,ftp,RSTR,81395,83272,0,1,0,2,0,1,4,1,0,2,0,0,2,2,1,0,87,41,0.07860757379827377,0.9955327725695439,0.0020246709822436815,0.23731575895091195,0.25241442954073956,0.4523181054505505,0.4083987833272448,74,90,0.9641058553017406,0.2747300358262692,0.2872476302868181,0.03108318757224693,0.9735818119349604,0.4684249583396769,0.14306612542274888,0.47343420291927785,anomaly
39,icmp,telnet,REJ,73135,65007,1,2,0,1,0,0,4,1,1,4,2,1,0,1,0,1,38,59,0.7475194948409861,0.9442530684824714,0.550734682657885,0.5671155842422665,0.6369555041574445,0.5807305288922068,0.8869155059435901,64,95,0.9217603365078189,0.09325854881873741,0.7860976444949458,0.6317743926397636,0.48238525149226397,0.6750213743740148,0.18967171284842688,0.2622844983394411,anomaly
2,icmp,ssh,S0,10428,22141,0,1,2,0,1,0,1,1,2,1,2,1,2,2,0,0,46,80,0.5221014589470707,0.98569712497481,0.8722673836031546,0.07899747221259412,0.829368184618297,0.8202077265463622,0.9177252129843273,91,48,0.5992372504977761,0.837324462964272,0.6866433176014332,0.6298136637241806,0.9624573047906434,0.033361831061546665,0.9169401972550658,0.4778372964642149,normal
74,tcp,telnet,REJ,47185,50694,1,1,0,2,3,1,3,1,2,4,3,0,1,1,1,0,26,1,0.20474728395695962,0.01524631578035518,0.4305336062339602,0.6582725997166149,0.5393518016782335,0.9978034217941787,0.4367689311169147,21,22,0.05872212403430299,0.44875532362784865,0.20900532340417532,0.0673199655996316,0.034716093841359985,0.13799938686170243,0.009729155506654652,0.9459708360123259,anomaly
28,icmp,http,REJ,69419,21628,0,2,2,1,4,1,4,0,1,2,4,2,1,0,1,0,91,90,0.5593563681164273,0.7294469784440278,0.4368142585766849,0.6716962847722998,0.010381573302546188,0.7742707799871847,0.24072383536876052,40,26,0.4542028628088066,0.9071045605475243,0.8387455050635083,0.41038126517364293,0.035722713814355433,0.8514200372536157,0.19714404123353868,0.819986559006329,normal
90,tcp,http,REJ,85171,27243,0,1,0,1,1,1,1,0,1,2,0,0,1,0,0,1,70,0,0.5954585141710033,0.27294881017653627,0.37934715672628927,0.16939392235987905,0.6769431292069411,0.22134045196632024,0.647671384433488,76,24,0.17927296112248636,0.4116757132463723,0.8591558443497561,0.8987891236123298,0.9600129107593914,0.3131184223042647,0.21555609127841835,0.027039689751496288,anomaly
57,tcp,ssh,REJ,37821,63747,0,1,0,0,2,1,2,1,2,2,0,1,0,1,0,1,97,49,0.9201187291902372,0.865617978269137,0.02882833515532346,0.5963182340854308,0.8135824330179348,0.7479780687612475,0.9545843338205157,46,92,0.6284252684106753,0.44261415808151017,0.8824387749586464,0.9534388247033142,0.7002655974310279,0.334743940594597,0.28188056338097656,0.7829632510107755,anomaly
49,tcp,ssh,S0,48001,82750,0,1,0,0,4,1,2,0,2,1,0,1,1,2,1,1,90,35,0.7421444255511704,0.8137334906240424,0.7902833358537028,0.6069714279612337,0.2765436278959741,0.5371536243190823,0.6224464595729413,59,23,0.18996519469027862,0.4483565012875831,0.2750041887276622,0.7822109477132184,0.18868972702400477,0.6629911971389482,0.36341170709443615,0.1705576379117757,normal
9,icmp,ssh,S0,77660,83525,1,2,2,0,2,0,4,1,0,2,0,1,0,0,0,0,33,96,0.30192435449119925,0.4236745758829541,0.45678520339109474,0.477978146354054,0.05419822888226744,0.45080957570343894,0.9542224384077365,99,79,0.48179766042413186,0.6124930921810058,0.13373024491507912,0.15147118897085,0.36387479909256926,0.5925381507299451,0.10317801183873221,0.5711113330377712,anomaly
60,icmp,ftp,REJ,84934,86565,0,1,0,0,1,1,1,0,1,4,3,0,2,2,0,0,18,21,0.11813296756419256,0.4732606751031575,0.5310656384037258,0.9532458075288741,0.5179519781075482,0.9357284939072696,0.34380796497261457,21,79,0.20562692686019002,0.7661241169658622,0.10395740698027145,0.3747199567880547,0.5077530679281728,0.08218864064898868,0.4684542798830339,0.8065175377799603,normal
98,udp,ssh,S0,93598,65198,1,0,0,1,0,0,0,0,1,1,4,0,0,0,0,0,5,98,0.8531840720807808,0.2650916689925389,0.2556851168066384,0.10816318029849958,0.042155220350953426,0.7020925869196615,0.915079070799875,3,91,0.18184513032901872,0.3512922761172187,0.40008775343969316,0.18255334921708932,0.7026377355687445,0.7657650342514933,0.39935036736388907,0.5612884229581993,normal
60,tcp,http,S0,99432,44770,0,0,1,0,1,1,3,1,1,4,3,0,1,1,0,1,29,97,0.846067687875446,0.28880403622030193,0.7841184920668195,0.40662566870291994,0.41601674391524435,0.6816930735439579,0.11256683241659404,43,19,0.24792357594204217,0.6301654534223198,0.42932481027967495,0.6521361361606152,0.8420265601752295,0.6172224295097185,0.6249338109152496,0.40386072602124456,normal
22,tcp,http,SF,39633,7937,0,1,0,0,4,0,4,1,2,1,0,2,0,0,0,1,91,81,0.17531001472395724,0.9811744233604845,0.793748546704448,0.882920772253161,0.01781784447029544,0.01175596472760021,0.3588344189376822,40,52,0.029196455515993036,0.20396743675693474,0.8682099979741763,0.773144451312675,0.08265640471319469,0.8553318528566709,0.8675176340687013,0.3212676367798448,normal
